"Date";"period";"diversified-rd"
"1797";1966-09-02;-38;1,58194583469374
"1798";1966-09-06;-38;1,56790815080339
"1799";1966-09-07;-38;1,57317228226227
"1800";1966-09-08;-38;1,56650438241436
"1801";1966-09-09;-38;1,57071568758146
"1802";1966-09-12;-38;1,57892773265731
"1803";1966-09-13;-38;1,5805420663047
"1804";1966-09-14;-38;1,58264771888826
"1805";1966-09-15;-38;1,58334960308277
"1806";1966-09-16;-38;1,58896467663891
"1807";1966-09-19;-38;1,59387786600053
"1808";1966-09-20;-38;1,59107032922246
"1809";1966-09-21;-38;1,59528163438957
"1810";1966-09-22;-38;1,59142127131972
"1811";1966-09-23;-38;1,59773822907038
"1812";1966-09-26;-38;1,60440612891829
"1813";1966-09-27;-38;1,60651178150185
"1814";1966-09-28;-38;1,61704004441961
"1815";1966-09-29;-38;1,62700679998175
"1816";1966-09-30;-38;1,63037584411544
"1817";1966-10-03;-37;1,63805269026943
"1818";1966-10-04;-37;1,64125137616693
"1819";1966-10-05;-37;1,63421426719243
"1820";1966-10-06;-37;1,62141952360244
"1821";1966-10-07;-37;1,62109965501269
"1822";1966-10-10;-37;1,61342280885869
"1823";1966-10-11;-37;1,61598175757669
"1824";1966-10-13;-37;1,62653742103844
"1825";1966-10-14;-37;1,62589768385894
"1826";1966-10-17;-37;1,63197518706418
"1827";1966-10-18;-37;1,62749702680769
"1828";1966-10-19;-37;1,62365860373069
"1829";1966-10-20;-37;1,62749702680769
"1830";1966-10-21;-37;1,62589768385894
"1831";1966-10-24;-37;1,62781689539744
"1832";1966-10-25;-37;1,63037584411544
"1833";1966-10-26;-37;1,62685728962819
"1834";1966-10-27;-37;1,63101558129493
"1835";1966-10-28;-37;1,63357453001293
"1836";1966-10-31;-37;1,63997190180793
"1837";1966-11-01;-36;1,64122521565795
"1838";1966-11-02;-36;1,64686512798305
"1839";1966-11-03;-36;1,64843177029558
"1840";1966-11-04;-36;1,64749178490806
"1841";1966-11-07;-36;1,6493717556831
"1842";1966-11-09;-36;1,65031174107061
"1843";1966-11-10;-36;1,64686512798305
"1844";1966-11-14;-36;1,64185187258296
"1845";1966-11-15;-36;1,62931873408274
"1846";1966-11-16;-36;1,63057204793276
"1847";1966-11-17;-36;1,6324520187078
"1848";1966-11-18;-36;1,62054553713259
"1849";1966-11-21;-36;1,62085886559509
"1850";1966-11-22;-36;1,62493213560766
"1851";1966-11-23;-36;1,62474413853016
"1852";1966-11-25;-36;1,61866556635755
"1853";1966-11-28;-36;1,62305216483263
"1854";1966-11-29;-36;1,61114568325742
"1855";1966-11-30;-36;1,61365231095746
"1856";1966-12-01;-35;1,60290518693109
"1857";1966-12-02;-35;1,59282975815636
"1858";1966-12-05;-35;1,60626366318933
"1859";1966-12-06;-35;1,61734663484153
"1860";1966-12-07;-35;1,62540697786131
"1861";1966-12-08;-35;1,61667493958988
"1862";1966-12-09;-35;1,6196975682223
"1863";1966-12-12;-35;1,6099579870734
"1864";1966-12-13;-35;1,61062968232505
"1865";1966-12-14;-35;1,60559196793768
"1866";1966-12-15;-35;1,59988255829867
"1867";1966-12-16;-35;1,60357688218274
"1868";1966-12-19;-35;1,60492027268603
"1869";1966-12-20;-35;1,6072712060668
"1870";1966-12-21;-35;1,61902587297065
"1871";1966-12-22;-35;1,61633909196406
"1872";1966-12-23;-35;1,62439943498384
"1873";1966-12-27;-35;1,63749749239099
"1874";1966-12-28;-35;1,62977299699703
"1875";1966-12-29;-35;1,62641452073879
"1876";1966-12-30;-35;1,618354177719
"1877";1967-01-03;-34;1,62679891517046
"1878";1967-01-04;-34;1,62916344165687
"1879";1967-01-05;-34;1,61801638822095
"1880";1967-01-06;-34;1,60585596629084
"1881";1967-01-09;-34;1,61294954575007
"1882";1967-01-10;-34;1,61362512474619
"1883";1967-01-11;-34;1,61261175625201
"1884";1967-01-12;-34;1,61328733524813
"1885";1967-01-13;-34;1,61126059825978
"1886";1967-01-16;-34;1,61092280876172
"1887";1967-01-17;-34;1,62038091470735
"1888";1967-01-18;-34;1,618354177719
"1889";1967-01-19;-34;1,6102472297656
"1890";1967-01-20;-34;1,61497628273842
"1891";1967-01-23;-34;1,61261175625201
"1892";1967-01-24;-34;1,61396291424425
"1893";1967-01-25;-34;1,62139428320153
"1894";1967-01-26;-34;1,61565186173454
"1895";1967-01-27;-34;1,61767859872289
"1896";1967-01-30;-34;1,62071870420541
"1897";1967-01-31;-34;1,61970533571124
"1898";1967-02-01;-33;1,61869497382627
"1899";1967-02-02;-33;1,61532710087638
"1900";1967-02-03;-33;1,61397995169643
"1901";1967-02-06;-33;1,61094886604153
"1902";1967-02-07;-33;1,61263280251647
"1903";1967-02-08;-33;1,61364316440144
"1904";1967-02-09;-33;1,60960171686158
"1905";1967-02-10;-33;1,61061207874654
"1906";1967-02-14;-33;1,60859135497661
"1907";1967-02-15;-33;1,60219239637182
"1908";1967-02-16;-33;1,5998348853069
"1909";1967-02-17;-33;1,60017167260189
"1910";1967-02-20;-33;1,59511986317706
"1911";1967-02-21;-33;1,596803799652
"1912";1967-02-23;-33;1,60118203448686
"1913";1967-02-24;-33;1,59511986317706
"1914";1967-02-27;-33;1,59107841563719
"1915";1967-02-28;-33;1,58771054268731
"1916";1967-03-01;-32;1,58771054268731
"1917";1967-03-02;-32;1,58771054268731
"1918";1967-03-03;-32;1,58771054268731
"1919";1967-03-06;-32;1,58771054268731
"1920";1967-03-07;-32;1,58771054268731
"1921";1967-03-08;-32;1,58771054268731
"1922";1967-03-09;-32;1,58771054268731
"1923";1967-03-10;-32;1,58771054268731
"1924";1967-03-13;-32;1,58771054268731
"1925";1967-03-14;-32;1,58771054268731
"1926";1967-03-15;-32;1,58771054268731
"1927";1967-03-16;-32;1,58771054268731
"1928";1967-03-17;-32;1,58771054268731
"1929";1967-03-20;-32;1,58771054268731
"1930";1967-03-21;-32;1,58771054268731
"1931";1967-03-22;-32;1,58771054268731
"1932";1967-03-23;-32;1,58771054268731
"1933";1967-03-27;-32;1,58771054268731
"1934";1967-03-28;-32;1,58771054268731
"1935";1967-03-29;-32;1,58771054268731
"1936";1967-03-30;-32;1,58771054268731
"1937";1967-03-31;-32;1,58771054268731
"1938";1967-04-03;-31;1,58771054268731
"1939";1967-04-04;-31;1,58771054268731
"1940";1967-04-05;-31;1,58771054268731
"1941";1967-04-06;-31;1,58771054268731
"1942";1967-04-07;-31;1,58771054268731
"1943";1967-04-10;-31;1,58771054268731
"1944";1967-04-11;-31;1,58771054268731
"1945";1967-04-12;-31;1,58771054268731
"1946";1967-04-13;-31;1,58771054268731
"1947";1967-04-14;-31;1,58771054268731
"1948";1967-04-17;-31;1,58771054268731
"1949";1967-04-18;-31;1,58771054268731
"1950";1967-04-19;-31;1,58771054268731
"1951";1967-04-20;-31;1,58771054268731
"1952";1967-04-21;-31;1,58771054268731
"1953";1967-04-24;-31;1,58771054268731
"1954";1967-04-25;-31;1,58771054268731
"1955";1967-04-26;-31;1,58771054268731
"1956";1967-04-27;-31;1,58771054268731
"1957";1967-04-28;-31;1,58771054268731
"1958";1967-05-01;-30;1,58771054268731
"1959";1967-05-02;-30;1,58771054268731
"1960";1967-05-03;-30;1,58771054268731
"1961";1967-05-04;-30;1,58771054268731
"1962";1967-05-05;-30;1,58771054268731
"1963";1967-05-08;-30;1,58771054268731
"1964";1967-05-09;-30;1,58771054268731
"1965";1967-05-10;-30;1,58771054268731
"1966";1967-05-11;-30;1,58771054268731
"1967";1967-05-12;-30;1,58771054268731
"1968";1967-05-15;-30;1,58771054268731
"1969";1967-05-16;-30;1,58771054268731
"1970";1967-05-17;-30;1,58771054268731
"1971";1967-05-18;-30;1,58771054268731
"1972";1967-05-19;-30;1,58771054268731
"1973";1967-05-22;-30;1,58771054268731
"1974";1967-05-23;-30;1,58771054268731
"1975";1967-05-24;-30;1,58771054268731
"1976";1967-05-25;-30;1,58771054268731
"1977";1967-05-26;-30;1,58771054268731
"1978";1967-05-29;-30;1,58771054268731
"1979";1967-05-31;-30;1,58771054268731
"1980";1967-06-01;-29;1,58771054268731
"1981";1967-06-02;-29;1,58771054268731
"1982";1967-06-05;-29;1,58771054268731
"1983";1967-06-06;-29;1,58771054268731
"1984";1967-06-07;-29;1,58771054268731
"1985";1967-06-08;-29;1,58771054268731
"1986";1967-06-09;-29;1,58771054268731
"1987";1967-06-12;-29;1,58771054268731
"1988";1967-06-13;-29;1,58771054268731
"1989";1967-06-14;-29;1,58771054268731
"1990";1967-06-15;-29;1,58771054268731
"1991";1967-06-16;-29;1,58771054268731
"1992";1967-06-19;-29;1,58771054268731
"1993";1967-06-20;-29;1,58771054268731
"1994";1967-06-21;-29;1,58771054268731
"1995";1967-06-22;-29;1,58771054268731
"1996";1967-06-23;-29;1,58771054268731
"1997";1967-06-26;-29;1,58771054268731
"1998";1967-06-27;-29;1,58771054268731
"1999";1967-06-28;-29;1,58771054268731
"2000";1967-06-29;-29;1,58771054268731
"2001";1967-06-30;-29;1,58771054268731
"2002";1967-07-05;-28;1,58771054268731
"2003";1967-07-06;-28;1,58771054268731
"2004";1967-07-07;-28;1,58771054268731
"2005";1967-07-10;-28;1,58771054268731
"2006";1967-07-11;-28;1,58771054268731
"2007";1967-07-12;-28;1,58771054268731
"2008";1967-07-13;-28;1,58771054268731
"2009";1967-07-14;-28;1,58771054268731
"2010";1967-07-17;-28;1,58771054268731
"2011";1967-07-18;-28;1,58771054268731
"2012";1967-07-19;-28;1,58771054268731
"2013";1967-07-20;-28;1,58771054268731
"2014";1967-07-21;-28;1,58771054268731
"2015";1967-07-24;-28;1,58771054268731
"2016";1967-07-25;-28;1,58771054268731
"2017";1967-07-26;-28;1,58771054268731
"2018";1967-07-27;-28;1,58771054268731
"2019";1967-07-28;-28;1,58771054268731
"2020";1967-07-31;-28;1,58771054268731
"2021";1967-08-01;-27;1,59269863567863
"2022";1967-08-02;-27;1,59538453190472
"2023";1967-08-03;-27;1,5903964389134
"2024";1967-08-04;-27;1,58540834592208
"2025";1967-08-07;-27;1,58617574484382
"2026";1967-08-08;-27;1,58233875023512
"2027";1967-08-09;-27;1,57850175562641
"2028";1967-08-10;-27;1,58042025293076
"2029";1967-08-11;-27;1,58080395239163
"2030";1967-08-14;-27;1,58579204538295
"2031";1967-08-15;-27;1,58847794160905
"2032";1967-08-16;-27;1,5930823351395
"2033";1967-08-17;-27;1,59845412759169
"2034";1967-08-18;-27;1,59922152651343
"2035";1967-08-21;-27;1,60190742273953
"2036";1967-08-22;-27;1,59676584996386
"2037";1967-08-23;-27;1,5996052259743
"2038";1967-08-24;-27;1,59845412759169
"2039";1967-08-25;-27;1,58771054268731
"2040";1967-08-28;-27;1,59078013837427
"2041";1967-08-29;-27;1,5903964389134
"2042";1967-08-30;-27;1,59231493621776
"2043";1967-08-31;-27;1,59116383783514
"2044";1967-09-01;-26;1,59502623047299
"2045";1967-09-05;-26;1,58807392372487
"2046";1967-09-06;-26;1,58768768446108
"2047";1967-09-07;-26;1,58768768446108
"2048";1967-09-08;-26;1,58961888078001
"2049";1967-09-11;-26;1,59039135930758
"2050";1967-09-12;-26;1,59131833354066
"2051";1967-09-13;-26;1,59695742679191
"2052";1967-09-14;-26;1,59618494826434
"2053";1967-09-15;-26;1,59811614458326
"2054";1967-09-18;-26;1,60313725501246
"2055";1967-09-19;-26;1,60815836544166
"2056";1967-09-20;-26;1,60738588691409
"2057";1967-09-21;-26;1,6069996476503
"2058";1967-09-22;-26;1,60893084396923
"2059";1967-09-25;-26;1,61495617648426
"2060";1967-09-26;-26;1,61742810777248
"2061";1967-09-27;-26;1,61665562924491
"2062";1967-09-28;-26;1,61897306482762
"2063";1967-09-29;-26;1,61858682556384
"2064";1967-10-02;-25;1,61303209010814
"2065";1967-10-03;-25;1,60969924883472
"2066";1967-10-04;-25;1,60673672325835
"2067";1967-10-05;-25;1,6063664075613
"2068";1967-10-06;-25;1,60895861744063
"2069";1967-10-09;-25;1,60784767034949
"2070";1967-10-10;-25;1,61043988022881
"2071";1967-10-11;-25;1,60673672325835
"2072";1967-10-13;-25;1,60747735465244
"2073";1967-10-16;-25;1,60821798604654
"2074";1967-10-17;-25;1,60932893313767
"2075";1967-10-18;-25;1,61081019592586
"2076";1967-10-19;-25;1,61414303719928
"2077";1967-10-20;-25;1,62043840404907
"2078";1967-10-23;-25;1,6326588220516
"2079";1967-10-24;-25;1,6326588220516
"2080";1967-10-25;-25;1,64006513599253
"2081";1967-10-26;-25;1,64895271272165
"2082";1967-10-27;-25;1,64932302841869
"2083";1967-10-30;-25;1,66339502490646
"2084";1967-10-31;-25;1,67450449581785
"2085";1967-11-01;-24;1,66921012204733
"2086";1967-11-02;-24;1,66987191876865
"2087";1967-11-03;-24;1,67185730893259
"2088";1967-11-06;-24;1,68840222696547
"2089";1967-11-08;-24;1,70229995811309
"2090";1967-11-09;-24;1,70825612860493
"2091";1967-11-10;-24;1,70759433188361
"2092";1967-11-13;-24;1,69303480401468
"2093";1967-11-14;-24;1,67384269909654
"2094";1967-11-15;-24;1,67582808926048
"2095";1967-11-16;-24;1,69237300729336
"2096";1967-11-17;-24;1,69502019417862
"2097";1967-11-20;-24;1,69435839745731
"2098";1967-11-21;-24;1,68575504008021
"2099";1967-11-22;-24;1,69171121057205
"2100";1967-11-24;-24;1,7155358925394
"2101";1967-11-27;-24;1,73869877778543
"2102";1967-11-28;-24;1,72480104663781
"2103";1967-11-29;-24;1,71355050237545
"2104";1967-11-30;-24;1,68641683680153
"2105";1967-12-01;-23;1,69680830798358
"2106";1967-12-04;-23;1,66840495341929
"2107";1967-12-05;-23;1,67741089511041
"2108";1967-12-06;-23;1,66147730596459
"2109";1967-12-07;-23;1,66632665918288
"2110";1967-12-08;-23;1,67741089511041
"2111";1967-12-11;-23;1,69611554323811
"2112";1967-12-12;-23;1,7058142496747
"2113";1967-12-13;-23;1,68780236629247
"2114";1967-12-14;-23;1,67394707138306
"2115";1967-12-15;-23;1,6940372490017
"2116";1967-12-18;-23;1,70304319069282
"2117";1967-12-19;-23;1,6822602483287
"2118";1967-12-20;-23;1,68780236629247
"2119";1967-12-21;-23;1,67810365985588
"2120";1967-12-22;-23;1,67256154189212
"2121";1967-12-26;-23;1,66909771816476
"2122";1967-12-27;-23;1,67117601240118
"2123";1967-12-28;-23;1,67948918934682
"2124";1967-12-29;-23;1,6822602483287
"2125";1968-01-02;-22;1,69911929491345
"2126";1968-01-03;-22;1,68372625237955
"2127";1968-01-04;-22;1,68665826048125
"2128";1968-01-05;-22;1,68079424427786
"2129";1968-01-08;-22;1,67712923415074
"2130";1968-01-09;-22;1,66027018756599
"2131";1968-01-10;-22;1,67273122199819
"2132";1968-01-11;-22;1,68665826048125
"2133";1968-01-12;-22;1,67126521794734
"2134";1968-01-15;-22;1,68885726655752
"2135";1968-01-16;-22;1,69911929491345
"2136";1968-01-17;-22;1,69692028883718
"2137";1968-01-18;-22;1,69838629288803
"2138";1968-01-19;-22;1,70791531921854
"2139";1968-01-22;-22;1,70791531921854
"2140";1968-01-23;-22;1,69325527871006
"2141";1968-01-24;-22;1,66760020782023
"2142";1968-01-25;-22;1,69325527871006
"2143";1968-01-26;-22;1,69765329086261
"2144";1968-01-29;-22;1,70644931516769
"2145";1968-01-30;-22;1,69911929491345
"2146";1968-01-31;-22;1,7189103495999
"2147";1968-02-01;-21;1,72961247608955
"2148";1968-02-02;-21;1,73103942628817
"2149";1968-02-05;-21;1,73032595118886
"2150";1968-02-06;-21;1,7117755986068
"2151";1968-02-07;-21;1,71676992430197
"2152";1968-02-08;-21;1,71534297410335
"2153";1968-02-09;-21;1,72033729979852
"2154";1968-02-13;-21;1,74174155277783
"2155";1968-02-14;-21;1,74530892827438
"2156";1968-02-15;-21;1,75743800496265
"2157";1968-02-16;-21;1,76385928085645
"2158";1968-02-19;-21;1,77955573304127
"2159";1968-02-20;-21;1,79382523502748
"2160";1968-02-21;-21;1,82236423899989
"2161";1968-02-23;-21;1,80595431171575
"2162";1968-02-26;-21;1,82236423899989
"2163";1968-02-27;-21;1,80524083661644
"2164";1968-02-28;-21;1,79739261052403
"2165";1968-02-29;-21;1,77598835754472
"2166";1968-03-01;-20;1,75066753857504
"2167";1968-03-04;-20;1,77960561739753
"2168";1968-03-05;-20;1,78828704104428
"2169";1968-03-06;-20;1,77526490557416
"2170";1968-03-07;-20;1,77020074178022
"2171";1968-03-08;-20;1,77888216542697
"2172";1968-03-11;-20;1,76151931813348
"2173";1968-03-12;-20;1,75934896222179
"2174";1968-03-13;-20;1,76513657798629
"2175";1968-03-14;-20;1,78322287725034
"2176";1968-03-18;-20;1,77237109769191
"2177";1968-03-19;-20;1,76513657798629
"2178";1968-03-20;-20;1,75428479842786
"2179";1968-03-21;-20;1,74849718266336
"2180";1968-03-22;-20;1,7419861149283
"2181";1968-03-25;-20;1,73475159522268
"2182";1968-03-26;-20;1,71666529595862
"2183";1968-03-27;-20;1,71015422822356
"2184";1968-03-28;-20;1,72158476935845
"2185";1968-03-29;-20;1,71449494004694
"2186";1968-04-01;-19;1,68795211703367
"2187";1968-04-02;-19;1,68036845331559
"2188";1968-04-03;-19;1,65382563030232
"2189";1968-04-04;-19;1,67581825508475
"2190";1968-04-05;-19;1,68567701791825
"2191";1968-04-08;-19;1,68264355243102
"2192";1968-04-10;-19;1,67961008694378
"2193";1968-04-11;-19;1,67354315596932
"2194";1968-04-15;-19;1,6811268196874
"2195";1968-04-16;-19;1,67278478959752
"2196";1968-04-17;-19;1,65761746216136
"2197";1968-04-18;-19;1,65033714499201
"2198";1968-04-19;-19;1,65534236304594
"2199";1968-04-22;-19;1,67505988871294
"2200";1968-04-23;-19;1,65079216481509
"2201";1968-04-24;-19;1,64624196658425
"2202";1968-04-25;-19;1,6416917683534
"2203";1968-04-26;-19;1,62804117366086
"2204";1968-04-29;-19;1,61514894534013
"2205";1968-04-30;-19;1,61742404445556
"2206";1968-05-01;-18;1,6157653206648
"2207";1968-05-02;-18;1,61203319213558
"2208";1968-05-03;-18;1,61369191592634
"2209";1968-05-06;-18;1,61161851118789
"2210";1968-05-07;-18;1,61659468256018
"2211";1968-05-08;-18;1,6157653206648
"2212";1968-05-09;-18;1,61618000161249
"2213";1968-05-10;-18;1,61949744919401
"2214";1968-05-13;-18;1,62074149203708
"2215";1968-05-14;-18;1,61825340635094
"2216";1968-05-15;-18;1,61825340635094
"2217";1968-05-16;-18;1,62198553488015
"2218";1968-05-17;-18;1,62240021582784
"2219";1968-05-20;-18;1,62737638720012
"2220";1968-05-21;-18;1,62488830151398
"2221";1968-05-22;-18;1,62737638720012
"2222";1968-05-23;-18;1,62654702530474
"2223";1968-05-24;-18;1,6327672395201
"2224";1968-05-27;-18;1,63152319667703
"2225";1968-05-28;-18;1,6286204300432
"2226";1968-05-29;-18;1,62654702530474
"2227";1968-06-03;-17;1,62410774434391
"2228";1968-06-04;-17;1,62044882290266
"2229";1968-06-05;-17;1,62248155703669
"2230";1968-06-06;-17;1,62207501020988
"2231";1968-06-07;-17;1,62410774434391
"2232";1968-06-10;-17;1,62614047847794
"2233";1968-06-11;-17;1,62979939991919
"2234";1968-06-12;-17;1,63711724280169
"2235";1968-06-13;-17;1,63549105549447
"2236";1968-06-14;-17;1,63223868088002
"2237";1968-06-17;-17;1,63671069597489
"2238";1968-06-18;-17;1,63508450866766
"2239";1968-06-19;-17;1,63386486818725
"2240";1968-06-20;-17;1,63386486818725
"2241";1968-06-21;-17;1,63223868088002
"2242";1968-06-24;-17;1,62979939991919
"2243";1968-06-25;-17;1,62979939991919
"2244";1968-06-26;-17;1,62776666578516
"2245";1968-06-27;-17;1,62979939991919
"2246";1968-06-28;-17;1,62939285309238
"2247";1968-07-01;-16;1,62939285309238
"2248";1968-07-02;-16;1,62939285309238
"2249";1968-07-03;-16;1,62939285309238
"2250";1968-07-08;-16;1,62939285309238
"2251";1968-07-09;-16;1,62939285309238
"2252";1968-07-10;-16;1,62939285309238
"2253";1968-07-11;-16;1,62939285309238
"2254";1968-07-12;-16;1,62939285309238
"2255";1968-07-15;-16;1,62939285309238
"2256";1968-07-16;-16;1,62939285309238
"2257";1968-07-17;-16;1,62939285309238
"2258";1968-07-18;-16;1,62939285309238
"2259";1968-07-19;-16;1,62939285309238
"2260";1968-07-22;-16;1,62939285309238
"2261";1968-07-23;-16;1,62939285309238
"2262";1968-07-24;-16;1,62939285309238
"2263";1968-07-25;-16;1,62939285309238
"2264";1968-07-26;-16;1,62939285309238
"2265";1968-07-29;-16;1,62939285309238
"2266";1968-07-30;-16;1,62939285309238
"2267";1968-07-31;-16;1,62939285309238
"2268";1968-08-01;-15;1,62939285309238
"2269";1968-08-02;-15;1,62939285309238
"2270";1968-08-05;-15;1,62939285309238
"2271";1968-08-06;-15;1,62939285309238
"2272";1968-08-07;-15;1,62939285309238
"2273";1968-08-08;-15;1,62939285309238
"2274";1968-08-09;-15;1,62939285309238
"2275";1968-08-12;-15;1,62939285309238
"2276";1968-08-13;-15;1,62939285309238
"2277";1968-08-14;-15;1,62939285309238
"2278";1968-08-15;-15;1,62939285309238
"2279";1968-08-16;-15;1,62939285309238
"2280";1968-08-19;-15;1,62939285309238
"2281";1968-08-20;-15;1,62939285309238
"2282";1968-08-21;-15;1,62939285309238
"2283";1968-08-22;-15;1,62939285309238
"2284";1968-08-23;-15;1,62939285309238
"2285";1968-08-26;-15;1,62939285309238
"2286";1968-08-27;-15;1,62939285309238
"2287";1968-08-28;-15;1,62939285309238
"2288";1968-08-29;-15;1,62939285309238
"2289";1968-08-30;-15;1,62939285309238
"2290";1968-09-03;-14;1,62898466302518
"2291";1968-09-04;-14;1,6318419934956
"2292";1968-09-05;-14;1,63755665443645
"2293";1968-09-06;-14;1,63674027430205
"2294";1968-09-09;-14;1,63755665443645
"2295";1968-09-10;-14;1,63755665443645
"2296";1968-09-11;-14;1,63918941470527
"2297";1968-09-12;-14;1,64204674517569
"2298";1968-09-13;-14;1,64612864584773
"2299";1968-09-16;-14;1,64898597631815
"2300";1968-09-17;-14;1,65674158759502
"2301";1968-09-18;-14;1,65388425712459
"2302";1968-09-19;-14;1,64776140611654
"2303";1968-09-20;-14;1,65225149685578
"2304";1968-09-23;-14;1,65225149685578
"2305";1968-09-24;-14;1,65347606705739
"2306";1968-09-25;-14;1,65347606705739
"2307";1968-09-26;-14;1,65143511672137
"2308";1968-09-27;-14;1,65021054651976
"2309";1968-09-30;-14;1,64735321604934
"2310";1968-10-01;-13;1,64654810317355
"2311";1968-10-02;-13;1,64091231304304
"2312";1968-10-03;-13;1,65137878042827
"2313";1968-10-04;-13;1,6554043448072
"2314";1968-10-07;-13;1,65862479631035
"2315";1968-10-08;-13;1,65459923193142
"2316";1968-10-09;-13;1,64252253879462
"2317";1968-10-10;-13;1,65057366755248
"2318";1968-10-11;-13;1,65218389330406
"2319";1968-10-14;-13;1,65298900617984
"2320";1968-10-15;-13;1,65057366755248
"2321";1968-10-16;-13;1,64252253879462
"2322";1968-10-17;-13;1,63930208729147
"2323";1968-10-18;-13;1,64815832892512
"2324";1968-10-21;-13;1,64252253879462
"2325";1968-10-22;-13;1,62803050703046
"2326";1968-10-23;-13;1,63849697441568
"2327";1968-10-24;-13;1,63608163578833
"2328";1968-10-25;-13;1,63930208729147
"2329";1968-10-28;-13;1,63849697441568
"2330";1968-10-29;-13;1,64574299029776
"2331";1968-10-30;-13;1,64735321604934
"2332";1968-10-31;-13;1,64413276454619
"2333";1968-11-01;-12;1,65543275610736
"2334";1968-11-04;-12;1,66237417949494
"2335";1968-11-06;-12;1,67399702795786
"2336";1968-11-07;-12;1,66915417443164
"2337";1968-11-08;-12;1,67109131584213
"2338";1968-11-12;-12;1,67641845472097
"2339";1968-11-13;-12;1,67480417021223
"2340";1968-11-14;-12;1,67157560119475
"2341";1968-11-15;-12;1,67641845472097
"2342";1968-11-18;-12;1,67883988148407
"2343";1968-11-19;-12;1,67480417021223
"2344";1968-11-20;-12;1,67641845472097
"2345";1968-11-21;-12;1,67480417021223
"2346";1968-11-22;-12;1,67641845472097
"2347";1968-11-25;-12;1,67480417021223
"2348";1968-11-26;-12;1,67883988148407
"2349";1968-11-27;-12;1,68448987726466
"2350";1968-11-29;-12;1,68691130402777
"2351";1968-12-02;-11;1,69481187886648
"2352";1968-12-03;-11;1,70666274112455
"2353";1968-12-04;-11;1,72088377583424
"2354";1968-12-05;-11;1,72009371835037
"2355";1968-12-06;-11;1,72878435067295
"2356";1968-12-09;-11;1,72878435067295
"2357";1968-12-10;-11;1,74063521293102
"2358";1968-12-11;-11;1,75169601770522
"2359";1968-12-12;-11;1,74695567280199
"2360";1968-12-13;-11;1,74537555783425
"2361";1968-12-16;-11;1,74537555783425
"2362";1968-12-17;-11;1,72088377583424
"2363";1968-12-18;-11;1,73589486802779
"2364";1968-12-19;-11;1,73115452312457
"2365";1968-12-20;-11;1,73431475306005
"2366";1968-12-23;-11;1,73194458060844
"2367";1968-12-26;-11;1,73036446564069
"2368";1968-12-27;-11;1,72246389080198
"2369";1968-12-30;-11;1,72562412073747
"2370";1968-12-31;-11;1,73668492551166
"2371";1969-01-02;-10;1,74756030529906
"2372";1969-01-03;-10;1,74678349245711
"2373";1969-01-06;-10;1,76076612361233
"2374";1969-01-07;-10;1,74678349245711
"2375";1969-01-08;-10;1,75144436950885
"2376";1969-01-09;-10;1,74833711814102
"2377";1969-01-10;-10;1,74134580256341
"2378";1969-01-13;-10;1,74911393098298
"2379";1969-01-14;-10;1,76542700066408
"2380";1969-01-15;-10;1,76154293645429
"2381";1969-01-16;-10;1,75610524656059
"2382";1969-01-17;-10;1,76775743918995
"2383";1969-01-20;-10;1,76620381350603
"2384";1969-01-21;-10;1,77785600613539
"2385";1969-01-22;-10;1,7739719419256
"2386";1969-01-23;-10;1,77707919329343
"2387";1969-01-24;-10;1,78407050887105
"2388";1969-01-27;-10;1,7902850116067
"2389";1969-01-28;-10;1,78407050887105
"2390";1969-01-29;-10;1,77086469055778
"2391";1969-01-30;-10;1,77319512908365
"2392";1969-01-31;-10;1,78096325750322
"2393";1969-02-03;-9;1,77192978963481
"2394";1969-02-04;-9;1,76666026671157
"2395";1969-02-05;-9;1,74061376769099
"2396";1969-02-06;-9;1,74784054198572
"2397";1969-02-07;-9;1,73278476220504
"2398";1969-02-11;-9;1,73654870715021
"2399";1969-02-13;-9;1,73353755119407
"2400";1969-02-14;-9;1,72902081725987
"2401";1969-02-17;-9;1,73730149613924
"2402";1969-02-18;-9;1,75612122086509
"2403";1969-02-19;-9;1,75612122086509
"2404";1969-02-20;-9;1,74558217501862
"2405";1969-02-24;-9;1,73353755119407
"2406";1969-02-25;-9;1,7275152392818
"2407";1969-02-26;-9;1,74031265209538
"2408";1969-02-27;-9;1,74407659704055
"2409";1969-02-28;-9;1,73579591816118
"2410";1969-03-03;-8;1,74056648598442
"2411";1969-03-04;-8;1,74931252699371
"2412";1969-03-05;-8;1,75487818945416
"2413";1969-03-06;-8;1,75646837872858
"2414";1969-03-07;-8;1,76282913582624
"2415";1969-03-10;-8;1,77714083929598
"2416";1969-03-11;-8;1,77237027147274
"2417";1969-03-12;-8;1,77714083929598
"2418";1969-03-13;-8;1,7787310285704
"2419";1969-03-14;-8;1,78668197494248
"2420";1969-03-17;-8;1,79542801595177
"2421";1969-03-18;-8;1,78986235349131
"2422";1969-03-19;-8;1,78747706957969
"2423";1969-03-20;-8;1,79463292131456
"2424";1969-03-21;-8;1,7986083945006
"2425";1969-03-24;-8;1,7986083945006
"2426";1969-03-25;-8;1,8089446247843
"2427";1969-03-26;-8;1,81769066579359
"2428";1969-03-27;-8;1,819280855068
"2429";1969-03-28;-8;1,82087104434242
"2430";1969-04-01;-7;1,81637039445955
"2431";1969-04-02;-7;1,81862071940098
